timestamp_utc,direction_from_deg,wind_speed_m_s
2025-01-01T00:00:00Z,0.882389,6.886839
2025-01-01T01:00:00Z,329.231466,4.453966
2025-01-01T02:00:00Z,66.003226,8.577900
2025-01-01T03:00:00Z,273.076471,9.068294
2025-01-01T04:00:00Z,186.113062,6.791028
2025-01-01T05:00:00Z,176.443232,3.573271
2025-01-01T06:00:00Z,14.919856,0.961821
2025-01-01T07:00:00Z,10.120531,2.113376
2025-01-01T08:00:00Z,56.834487,7.569235
2025-01-01T09:00:00Z,293.795125,3.340833
2025-01-01T10:00:00Z,314.399092,6.686181
2025-01-01T11:00:00Z,345.059874,5.271576
2025-01-01T12:00:00Z,351.504422,1.382956
2025-01-01T13:00:00Z,202.046698,5.267219
2025-01-01T14:00:00Z,1.086752,6.228477
2025-01-01T15:00:00Z,135.879626,3.718663
2025-01-01T16:00:00Z,57.391111,7.041810
2025-01-01T17:00:00Z,41.257451,2.831272
2025-01-01T18:00:00Z,359.572907,9.912304
2025-01-01T19:00:00Z,317.957889,3.639002
2025-01-01T20:00:00Z,59.695117,7.043714
2025-01-01T21:00:00Z,62.077885,3.815388
2025-01-01T22:00:00Z,27.503481,5.269463
2025-01-01T23:00:00Z,343.288279,1.849073
2025-01-02T00:00:00Z,351.934381,4.109032
2025-01-02T01:00:00Z,13.170122,8.127987
2025-01-02T02:00:00Z,297.433594,4.761647
2025-01-02T03:00:00Z,8.308013,4.971332
2025-01-02T04:00:00Z,186.790323,3.033799
2025-01-02T05:00:00Z,186.729081,6.783145
2025-01-02T06:00:00Z,194.119517,3.816718
2025-01-02T07:00:00Z,41.768833,5.560932
2025-01-02T08:00:00Z,218.017422,3.203011
2025-01-02T09:00:00Z,319.497220,6.926274
2025-01-02T10:00:00Z,17.821162,6.217145
2025-01-02T11:00:00Z,128.131642,2.556291
2025-01-02T12:00:00Z,75.475775,8.359934
2025-01-02T13:00:00Z,67.269937,7.910241
2025-01-02T14:00:00Z,126.730792,4.508936
2025-01-02T15:00:00Z,8.003100,9.836767
2025-01-02T16:00:00Z,337.466632,3.192998
2025-01-02T17:00:00Z,349.606534,8.027074
2025-01-02T18:00:00Z,55.491874,5.444953
2025-01-02T19:00:00Z,42.986828,5.077028
2025-01-02T20:00:00Z,4.484923,0.825375
2025-01-02T21:00:00Z,295.634451,6.961715
2025-01-02T22:00:00Z,313.326316,2.316841
2025-01-02T23:00:00Z,13.097253,1.002430
2025-01-03T00:00:00Z,327.180643,7.571994
2025-01-03T01:00:00Z,216.477918,4.535387
2025-01-03T02:00:00Z,262.983148,6.984782
2025-01-03T03:00:00Z,334.620164,4.013559
2025-01-03T04:00:00Z,4.671104,1.218610
2025-01-03T05:00:00Z,295.617941,8.089498
2025-01-03T06:00:00Z,279.885966,1.613274
2025-01-03T07:00:00Z,315.276122,6.548564
2025-01-03T08:00:00Z,313.007490,3.786893
2025-01-03T09:00:00Z,59.312539,8.688287
2025-01-03T10:00:00Z,59.267688,2.357621
2025-01-03T11:00:00Z,54.714834,5.220672
2025-01-03T12:00:00Z,70.870593,5.717432
2025-01-03T13:00:00Z,289.701351,4.711461
2025-01-03T14:00:00Z,324.487454,5.857232
2025-01-03T15:00:00Z,32.116037,2.361809
2025-01-03T16:00:00Z,1.982946,10.239891
2025-01-03T17:00:00Z,297.222238,5.205081
2025-01-03T18:00:00Z,279.951761,3.199289
2025-01-03T19:00:00Z,14.376626,4.523677
2025-01-03T20:00:00Z,14.443178,6.460214
2025-01-03T21:00:00Z,287.967948,4.867106
2025-01-03T22:00:00Z,74.059201,12.503106
2025-01-03T23:00:00Z,359.984910,3.077140
2025-01-04T00:00:00Z,78.292555,2.294011
2025-01-04T01:00:00Z,312.348734,2.422835
2025-01-04T02:00:00Z,2.509593,4.851371
2025-01-04T03:00:00Z,345.112582,3.351116
2025-01-04T04:00:00Z,308.328841,1.298593
2025-01-04T05:00:00Z,81.475944,2.459027
2025-01-04T06:00:00Z,189.649532,3.106287
2025-01-04T07:00:00Z,355.003032,7.686096
2025-01-04T08:00:00Z,78.399332,4.399653
2025-01-04T09:00:00Z,2.878100,4.707962
2025-01-04T10:00:00Z,268.863813,1.751308
2025-01-04T11:00:00Z,0.919984,9.105373
2025-01-04T12:00:00Z,348.249239,6.268350
2025-01-04T13:00:00Z,224.298392,5.569027
2025-01-04T14:00:00Z,316.752164,9.505506
2025-01-04T15:00:00Z,359.365534,3.552416
2025-01-04T16:00:00Z,85.470097,3.042727
2025-01-04T17:00:00Z,351.565127,2.581323
2025-01-04T18:00:00Z,279.812159,4.572118
2025-01-04T19:00:00Z,299.703847,0.263305
2025-01-04T20:00:00Z,353.590859,2.141236
2025-01-04T21:00:00Z,13.206285,12.187809
2025-01-04T22:00:00Z,247.695738,5.928416
2025-01-04T23:00:00Z,144.676090,1.589909
2025-01-05T00:00:00Z,3.809325,1.936152
2025-01-05T01:00:00Z,354.000439,6.133731
2025-01-05T02:00:00Z,287.230617,6.615881
2025-01-05T03:00:00Z,204.006617,13.436926
2025-01-05T04:00:00Z,310.776382,5.111878
2025-01-05T05:00:00Z,7.849099,5.537986
2025-01-05T06:00:00Z,196.365551,2.528458
2025-01-05T07:00:00Z,33.652016,9.824216
2025-01-05T08:00:00Z,25.927502,4.219745
2025-01-05T09:00:00Z,352.412111,14.807575
2025-01-05T10:00:00Z,131.180093,9.589981
2025-01-05T11:00:00Z,335.395104,3.952626
2025-01-05T12:00:00Z,315.995406,3.947811
2025-01-05T13:00:00Z,30.314467,6.620095
2025-01-05T14:00:00Z,28.125272,4.789195
2025-01-05T15:00:00Z,353.760567,4.238236
2025-01-05T16:00:00Z,346.015587,1.375714
2025-01-05T17:00:00Z,331.535794,0.200000
2025-01-05T18:00:00Z,297.090481,7.624073
2025-01-05T19:00:00Z,102.066550,4.904798
2025-01-05T20:00:00Z,328.339641,6.106424
2025-01-05T21:00:00Z,173.415090,4.204923
2025-01-05T22:00:00Z,263.617239,4.477847
2025-01-05T23:00:00Z,50.413995,7.038376
2025-01-06T00:00:00Z,164.820729,7.072652
2025-01-06T01:00:00Z,25.176121,1.503583
2025-01-06T02:00:00Z,172.267474,9.809967
2025-01-06T03:00:00Z,349.564450,4.364043
2025-01-06T04:00:00Z,39.384883,6.655853
2025-01-06T05:00:00Z,344.813227,5.675151
2025-01-06T06:00:00Z,55.329641,6.999586
2025-01-06T07:00:00Z,63.000573,6.865269
2025-01-06T08:00:00Z,339.520846,7.687746
2025-01-06T09:00:00Z,354.462117,0.230717
2025-01-06T10:00:00Z,7.728391,6.303213
2025-01-06T11:00:00Z,28.345028,6.876636
2025-01-06T12:00:00Z,343.092023,4.469094
2025-01-06T13:00:00Z,3.002663,6.917593
2025-01-06T14:00:00Z,322.957950,2.358559
2025-01-06T15:00:00Z,5.551440,3.252109
2025-01-06T16:00:00Z,13.072887,8.515263
2025-01-06T17:00:00Z,332.421625,7.121587
2025-01-06T18:00:00Z,126.482914,4.064373
2025-01-06T19:00:00Z,17.907378,4.494131
2025-01-06T20:00:00Z,330.947497,4.944692
2025-01-06T21:00:00Z,256.293341,6.603124
2025-01-06T22:00:00Z,256.477405,4.913332
2025-01-06T23:00:00Z,333.462818,5.956725
2025-01-07T00:00:00Z,345.400952,13.084000
2025-01-07T01:00:00Z,334.568838,7.354352
2025-01-07T02:00:00Z,33.318397,8.685891
2025-01-07T03:00:00Z,334.856101,3.671694
2025-01-07T04:00:00Z,320.320454,6.693317
2025-01-07T05:00:00Z,21.397514,2.737133
2025-01-07T06:00:00Z,64.136058,6.149764
2025-01-07T07:00:00Z,325.017771,2.015789
2025-01-07T08:00:00Z,215.382848,11.701298
2025-01-07T09:00:00Z,347.527079,5.054565
2025-01-07T10:00:00Z,9.650571,5.577341
2025-01-07T11:00:00Z,49.856198,5.867825
2025-01-07T12:00:00Z,24.063850,8.642012
2025-01-07T13:00:00Z,25.593616,5.560093
2025-01-07T14:00:00Z,165.012747,0.957873
2025-01-07T15:00:00Z,4.336466,4.618523
2025-01-07T16:00:00Z,232.328426,1.044752
2025-01-07T17:00:00Z,348.800735,4.391558
2025-01-07T18:00:00Z,86.587855,6.418283
2025-01-07T19:00:00Z,100.346700,3.003993
2025-01-07T20:00:00Z,343.256660,2.467070
2025-01-07T21:00:00Z,319.947560,1.294778
2025-01-07T22:00:00Z,59.632668,9.501099
2025-01-07T23:00:00Z,347.895366,2.602966
2025-01-08T00:00:00Z,315.376934,9.147751
2025-01-08T01:00:00Z,11.516035,6.371144
2025-01-08T02:00:00Z,27.485582,8.360734
2025-01-08T03:00:00Z,34.918639,7.681739
2025-01-08T04:00:00Z,47.711793,11.554156
2025-01-08T05:00:00Z,301.907846,2.059250
2025-01-08T06:00:00Z,311.674459,4.957138
2025-01-08T07:00:00Z,356.174381,4.258847
2025-01-08T08:00:00Z,5.116701,7.555431
2025-01-08T09:00:00Z,24.175425,1.740887
2025-01-08T10:00:00Z,43.669176,2.513143
2025-01-08T11:00:00Z,238.570712,5.285003
2025-01-08T12:00:00Z,71.088590,8.037941
2025-01-08T13:00:00Z,62.181112,10.002584
2025-01-08T14:00:00Z,18.516420,3.397852
2025-01-08T15:00:00Z,7.891862,1.865596
2025-01-08T16:00:00Z,89.127694,6.785395
2025-01-08T17:00:00Z,332.604887,6.106029
2025-01-08T18:00:00Z,22.653991,5.734670
2025-01-08T19:00:00Z,62.474175,5.961263
2025-01-08T20:00:00Z,324.174849,3.386470
2025-01-08T21:00:00Z,207.525478,5.243273
2025-01-08T22:00:00Z,311.788143,1.954978
2025-01-08T23:00:00Z,56.784752,7.481602
2025-01-09T00:00:00Z,343.876063,2.405570
2025-01-09T01:00:00Z,266.048707,3.310100
2025-01-09T02:00:00Z,49.788288,5.036800
2025-01-09T03:00:00Z,336.592116,3.631847
2025-01-09T04:00:00Z,74.262432,6.077978
2025-01-09T05:00:00Z,71.206016,3.191673
2025-01-09T06:00:00Z,4.306555,5.584170
2025-01-09T07:00:00Z,112.471238,6.294041
2025-01-09T08:00:00Z,267.000917,2.789144
2025-01-09T09:00:00Z,271.104510,0.200000
2025-01-09T10:00:00Z,71.007566,1.483296
2025-01-09T11:00:00Z,22.988568,4.896983
2025-01-09T12:00:00Z,313.805188,2.226226
2025-01-09T13:00:00Z,43.904345,5.292293
2025-01-09T14:00:00Z,35.738380,2.925515
2025-01-09T15:00:00Z,294.658824,5.477749
2025-01-09T16:00:00Z,328.178688,0.593446
2025-01-09T17:00:00Z,21.245854,5.990603
2025-01-09T18:00:00Z,39.175777,4.094550
2025-01-09T19:00:00Z,287.798638,4.362741
2025-01-09T20:00:00Z,218.158757,5.281348
2025-01-09T21:00:00Z,245.238707,5.933950
2025-01-09T22:00:00Z,223.339357,2.297383
2025-01-09T23:00:00Z,265.836599,3.450919
2025-01-10T00:00:00Z,289.026255,5.886410
2025-01-10T01:00:00Z,86.862886,2.668563
2025-01-10T02:00:00Z,349.242436,3.050958
2025-01-10T03:00:00Z,126.143705,7.411131
2025-01-10T04:00:00Z,355.702657,6.591657
2025-01-10T05:00:00Z,45.624663,8.572102
2025-01-10T06:00:00Z,315.411629,8.120803
2025-01-10T07:00:00Z,326.421511,7.025012
2025-01-10T08:00:00Z,108.234130,6.767930
2025-01-10T09:00:00Z,11.597646,3.464849
2025-01-10T10:00:00Z,59.762611,2.559377
2025-01-10T11:00:00Z,77.934829,2.587924
2025-01-10T12:00:00Z,116.286959,9.407629
2025-01-10T13:00:00Z,275.458874,12.304084
2025-01-10T14:00:00Z,295.066570,8.603311
2025-01-10T15:00:00Z,339.590551,7.887976
2025-01-10T16:00:00Z,355.943633,9.319161
2025-01-10T17:00:00Z,120.836310,1.926244
2025-01-10T18:00:00Z,284.885233,3.835587
2025-01-10T19:00:00Z,346.766437,3.885172
2025-01-10T20:00:00Z,259.132964,3.056317
2025-01-10T21:00:00Z,62.356652,6.534666
2025-01-10T22:00:00Z,34.422483,4.133819
2025-01-10T23:00:00Z,49.623005,2.708423
2025-01-11T00:00:00Z,15.225786,9.652468
2025-01-11T01:00:00Z,86.530095,3.242088
2025-01-11T02:00:00Z,36.072331,6.257132
2025-01-11T03:00:00Z,344.725829,6.679772
2025-01-11T04:00:00Z,130.952066,3.894667
2025-01-11T05:00:00Z,2.706393,6.552539
2025-01-11T06:00:00Z,344.001637,1.592405
2025-01-11T07:00:00Z,293.769417,9.130109
2025-01-11T08:00:00Z,355.238356,7.307215
2025-01-11T09:00:00Z,345.631181,2.624380
2025-01-11T10:00:00Z,111.413975,8.286420
2025-01-11T11:00:00Z,194.330049,11.754575
2025-01-11T12:00:00Z,359.131739,3.530034
2025-01-11T13:00:00Z,303.685048,3.615707
2025-01-11T14:00:00Z,26.034831,1.595209
2025-01-11T15:00:00Z,30.729181,8.307454
2025-01-11T16:00:00Z,342.721357,5.999699
2025-01-11T17:00:00Z,358.360090,2.538508
2025-01-11T18:00:00Z,80.861107,3.193396
2025-01-11T19:00:00Z,34.442209,4.696105
2025-01-11T20:00:00Z,62.815272,4.692837
2025-01-11T21:00:00Z,219.136319,7.523833
2025-01-11T22:00:00Z,347.645065,4.552294
2025-01-11T23:00:00Z,325.818570,6.241744
