timestamp_utc,direction_from_deg,wind_speed_m_s
2025-01-01T00:00:00Z,41.482484,3.788123
2025-01-01T01:00:00Z,47.379189,5.228860
2025-01-01T02:00:00Z,46.841969,5.222929
2025-01-01T03:00:00Z,44.590394,3.825221
2025-01-01T04:00:00Z,31.100831,3.939922
2025-01-01T05:00:00Z,41.545017,6.356273
2025-01-01T06:00:00Z,38.609615,4.428563
2025-01-01T07:00:00Z,34.057761,3.835777
2025-01-01T08:00:00Z,47.074436,6.171031
2025-01-01T09:00:00Z,230.521391,4.054571
2025-01-01T10:00:00Z,36.781746,5.360267
2025-01-01T11:00:00Z,44.248454,3.528176
2025-01-01T12:00:00Z,42.509191,5.397997
2025-01-01T13:00:00Z,45.011902,5.545890
2025-01-01T14:00:00Z,42.192267,5.670930
2025-01-01T15:00:00Z,230.141073,4.322966
2025-01-01T16:00:00Z,50.841704,3.391827
2025-01-01T17:00:00Z,50.644119,5.529606
2025-01-01T18:00:00Z,40.179303,6.547200
2025-01-01T19:00:00Z,41.286605,5.108007
2025-01-01T20:00:00Z,48.037115,5.056715
2025-01-01T21:00:00Z,50.221455,6.226729
2025-01-01T22:00:00Z,40.901947,4.957317
2025-01-01T23:00:00Z,40.418884,5.191278
2025-01-02T00:00:00Z,59.064585,5.785589
2025-01-02T01:00:00Z,43.393481,4.714402
2025-01-02T02:00:00Z,52.103175,4.356067
2025-01-02T03:00:00Z,46.370016,4.244468
2025-01-02T04:00:00Z,48.756459,5.223847
2025-01-02T05:00:00Z,221.638546,5.542973
2025-01-02T06:00:00Z,46.986079,8.477245
2025-01-02T07:00:00Z,43.127655,4.760639
2025-01-02T08:00:00Z,46.561324,5.003748
2025-01-02T09:00:00Z,217.256257,5.063620
2025-01-02T10:00:00Z,43.979786,5.208823
2025-01-02T11:00:00Z,53.283115,6.143672
2025-01-02T12:00:00Z,37.539880,6.070036
2025-01-02T13:00:00Z,41.424245,6.320927
2025-01-02T14:00:00Z,44.643730,5.668274
2025-01-02T15:00:00Z,51.441805,6.635270
